ticketno,alarmno,alarmtime,alarmlevel,alarmmsg_original,site,sysname,unit,slot,port,sva,root_cause_domain,root_cause_type
21317150.0,1670673215130,2022-12-10 20:55:39+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
17595696.0,906068959,2022-12-10 20:56:06+09:00,7,OPT-REMOVE,AFNI,ahis,EQPT,1.0,8.0,NSA,A,UnitFail
17595703.0,906069023,2022-12-10 20:56:40+09:00,7,OPT-REMOVE,AFNJ,ahiv,EQPT,1.0,8.0,NSA,A,UnitFail
17595727.0,906069049,2022-12-10 20:57:13+09:00,7,OPT-REMOVE,AETR,agcs,EQPT,5.0,8.0,NSA,A,UnitFail
17595730.0,906069145,2022-12-10 20:58:27+09:00,7,OPT-REMOVE,ADXJ,aeum,EQPT,10.0,8.0,NSA,A,UnitFail
17595737.0,906069210,2022-12-10 20:59:32+09:00,7,OPT-REMOVE,AEIW,afns,EQPT,,8.0,NSA,A,UnitFail
17595740.0,906069251,2022-12-10 21:00:08+09:00,7,OPT-REMOVE,AFQU,ahox,EQPT,,8.0,NSA,A,UnitFail
17595751.0,906069288,2022-12-10 21:00:40+09:00,7,OPT-REMOVE,AEGR,afiy,EQPT,,8.0,NSA,A,UnitFail
21317150.0,1670673530609,2022-12-10 21:00:54+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670673690443,2022-12-10 21:03:34+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670673866170,2022-12-10 21:06:30+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670673969401,2022-12-10 21:08:13+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670674061284,2022-12-10 21:09:45+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21360266.0,1670674175188,2022-12-10 21:11:39+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,4.0,NSA,A,LinkCut
21317150.0,1670674309613,2022-12-10 21:13:53+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670674473324,2022-12-10 21:16:37+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670674619584,2022-12-10 21:19:03+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670674691080,2022-12-10 21:20:15+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670674842108,2022-12-10 21:22:46+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670675199354,2022-12-10 21:28:43+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670675299555,2022-12-10 21:30:23+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670675371482,2022-12-10 21:31:35+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670675564452,2022-12-10 21:34:48+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670675680723,2022-12-10 21:36:45+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670675951366,2022-12-10 21:41:15+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670676058341,2022-12-10 21:43:02+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670676160626,2022-12-10 21:44:44+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670676319589,2022-12-10 21:47:23+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670676493884,2022-12-10 21:50:18+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670676664546,2022-12-10 21:53:08+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670676786291,2022-12-10 21:55:10+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670677012361,2022-12-10 21:58:56+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670677121348,2022-12-10 22:00:45+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
17596879.0,906079691,2022-12-10 22:01:53+09:00,7,OPT-REMOVE,AFLO,ahga,EQPT,5.0,8.0,NSA,A,UnitFail
21361957.0,1670677411904,2022-12-10 22:05:36+09:00,7,OPT-LOS,AFHW,ahbn,EQPT,3.0,7.0,NSA,A,LinkCut
21317150.0,1670677489838,2022-12-10 22:06:54+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
17596942.0,906080617,2022-12-10 22:07:04+09:00,7,OPT-REMOVE,AFFW,agyg,EQPT,3.0,8.0,NSA,A,UnitFail
17597016.0,906081460,2022-12-10 22:11:18+09:00,7,OPT-REMOVE,ADYD,aevl,EQPT,5.0,8.0,NSA,A,UnitFail
17597021.0,906081659,2022-12-10 22:12:13+09:00,7,OPT-REMOVE,AERL,afzx,EQPT,5.0,8.0,NSA,A,UnitFail
17597040.0,906081743,2022-12-10 22:12:38+09:00,7,OPT-REMOVE,ADQQ,aejd,EQPT,5.0,8.0,NSA,A,UnitFail
17597049.0,906081864,2022-12-10 22:13:10+09:00,7,OPT-REMOVE,ADZA,aexb,EQPT,5.0,8.0,NSA,A,UnitFail
17597058.0,906081927,2022-12-10 22:13:34+09:00,7,OPT-REMOVE,AFCF,agrp,EQPT,5.0,8.0,NSA,A,UnitFail
17597079.0,906081995,2022-12-10 22:13:53+09:00,7,OPT-REMOVE,AFEO,agwf,EQPT,3.0,8.0,NSA,A,UnitFail
17597073.0,906082188,2022-12-10 22:14:53+09:00,7,OPT-REMOVE,ADZE,aexg,EQPT,5.0,8.0,NSA,A,UnitFail
17597085.0,906082248,2022-12-10 22:15:24+09:00,7,OPT-REMOVE,ADOY,aegd,EQPT,5.0,8.0,NSA,A,UnitFail
21317150.0,1670678008013,2022-12-10 22:15:32+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
17597082.0,906082312,2022-12-10 22:15:48+09:00,7,OPT-REMOVE,AERK,afzv,EQPT,5.0,8.0,NSA,A,UnitFail
17597083.0,906082358,2022-12-10 22:16:10+09:00,7,OPT-REMOVE,AERE,afzp,EQPT,5.0,8.0,NSA,A,UnitFail
21317150.0,1670678243758,2022-12-10 22:19:27+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670678561194,2022-12-10 22:24:45+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21362287.0,1670678711336,2022-12-10 22:27:14+09:00,7,OPT-LOS,ADKA,aeaq,EQPT,3.0,3.0,NSA,A,LinkCut
21317150.0,1670678747270,2022-12-10 22:27:51+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670679185560,2022-12-10 22:35:09+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670679850540,2022-12-10 22:46:14+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21333712.0,1670680517441,2022-12-10 22:57:21+09:00,7,OPT-LOS,ADWA,aeua,EQPT,1.0,1.0,NSA,A,LinkCut
21317150.0,1670680567004,2022-12-10 22:58:11+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670681021880,2022-12-10 23:05:46+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670681121545,2022-12-10 23:07:25+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670681230970,2022-12-10 23:09:15+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670681713538,2022-12-10 23:17:17+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21315326.0,1670681893706,2022-12-10 23:20:18+09:00,7,OPT-LOS,ABZO,acie,EQPT,5.0,6.0,NSA,A,LinkCut
21317150.0,1670682078848,2022-12-10 23:23:23+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670682665465,2022-12-10 23:33:09+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670682762898,2022-12-10 23:34:47+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21363520.0,1670682902814,2022-12-10 23:37:07+09:00,7,OPT-LOS,AFAA,agow,EQPT,5.0,5.0,NSA,A,LinkCut
21315326.0,1670683168540,2022-12-10 23:41:31+09:00,7,OPT-LOS,ABZO,acie,EQPT,5.0,6.0,NSA,A,LinkCut
21317150.0,1670683259122,2022-12-10 23:43:03+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21317150.0,1670683885954,2022-12-10 23:53:30+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670684398498,2022-12-11 00:02:02+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364108.0,1670684471513,2022-12-11 00:03:05+09:00,7,OPT-LOS,ABZO,acie,EQPT,5.0,6.0,NSA,A,LinkCut
21364092.0,1670685052112,2022-12-11 00:12:56+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670685342913,2022-12-11 00:17:47+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670685529579,2022-12-11 00:20:53+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670685709938,2022-12-11 00:23:54+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670686055274,2022-12-11 00:29:39+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670686219700,2022-12-11 00:32:24+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670687443890,2022-12-11 00:52:48+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670688059481,2022-12-11 01:03:03+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670689006469,2022-12-11 01:18:43+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670689110887,2022-12-11 01:20:35+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21364092.0,1670689976782,2022-12-11 01:35:01+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21340012.0,1670693106228,2022-12-11 02:27:10+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670693193133,2022-12-11 02:28:37+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670693243792,2022-12-11 02:29:28+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670693540427,2022-12-11 02:34:24+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670693675202,2022-12-11 02:36:39+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670693883386,2022-12-11 02:40:07+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670693987006,2022-12-11 02:41:51+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670694226858,2022-12-11 02:45:51+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21364092.0,1670694397287,2022-12-11 02:48:41+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21340012.0,1670694415006,2022-12-11 02:48:59+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21364092.0,1670694480419,2022-12-11 02:50:04+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21340012.0,1670694484960,2022-12-11 02:50:09+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670694559184,2022-12-11 02:51:23+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670694712970,2022-12-11 02:53:57+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670694766052,2022-12-11 02:54:50+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670694881935,2022-12-11 02:56:45+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670695041724,2022-12-11 02:59:26+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670695282729,2022-12-11 03:03:27+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670695366775,2022-12-11 03:04:51+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670695454679,2022-12-11 03:06:18+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670696248545,2022-12-11 03:19:33+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670697211842,2022-12-11 03:35:36+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21364092.0,1670697508740,2022-12-11 03:40:33+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21340012.0,1670697661191,2022-12-11 03:43:05+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670697729943,2022-12-11 03:44:14+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670697937947,2022-12-11 03:47:42+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670698334935,2022-12-11 03:54:19+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670698490802,2022-12-11 03:56:55+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670698751482,2022-12-11 04:01:15+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670698855464,2022-12-11 04:02:59+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699009295,2022-12-11 04:05:33+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699251592,2022-12-11 04:09:35+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699492805,2022-12-11 04:13:37+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699628842,2022-12-11 04:15:53+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699715850,2022-12-11 04:17:20+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699941104,2022-12-11 04:21:05+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670699991634,2022-12-11 04:21:56+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670700319172,2022-12-11 04:27:23+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21364092.0,1670700376232,2022-12-11 04:28:20+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21340012.0,1670700458408,2022-12-11 04:29:42+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670700647127,2022-12-11 04:32:51+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701098925,2022-12-11 04:40:23+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701166436,2022-12-11 04:41:30+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701255054,2022-12-11 04:42:58+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701353813,2022-12-11 04:44:38+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701406772,2022-12-11 04:45:31+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701460750,2022-12-11 04:46:25+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701521144,2022-12-11 04:47:25+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701584351,2022-12-11 04:48:28+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701670713,2022-12-11 04:49:55+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701775495,2022-12-11 04:51:40+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701831029,2022-12-11 04:52:35+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670701963346,2022-12-11 04:54:34+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702103211,2022-12-11 04:57:07+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702171735,2022-12-11 04:58:16+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702242760,2022-12-11 04:59:27+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702349314,2022-12-11 05:01:12+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702392359,2022-12-11 05:01:56+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702536547,2022-12-11 05:04:19+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702634450,2022-12-11 05:05:58+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702724935,2022-12-11 05:07:29+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670702911515,2022-12-11 05:10:35+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703016410,2022-12-11 05:12:20+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703257711,2022-12-11 05:16:20+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703316350,2022-12-11 05:17:12+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703430840,2022-12-11 05:19:15+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703570052,2022-12-11 05:21:34+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703793606,2022-12-11 05:25:18+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703878028,2022-12-11 05:26:42+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670703985682,2022-12-11 05:28:30+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704033587,2022-12-11 05:29:18+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704139947,2022-12-11 05:31:04+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704244444,2022-12-11 05:32:47+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704292966,2022-12-11 05:33:37+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704366193,2022-12-11 05:34:50+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704587403,2022-12-11 05:38:31+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704656271,2022-12-11 05:39:40+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670704968436,2022-12-11 05:44:52+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670705018893,2022-12-11 05:45:43+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670705190356,2022-12-11 05:48:34+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670705361792,2022-12-11 05:51:26+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670705879310,2022-12-11 06:00:03+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670705950641,2022-12-11 06:01:14+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670706190353,2022-12-11 06:05:14+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670706397311,2022-12-11 06:08:41+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670706503726,2022-12-11 06:10:28+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670706607018,2022-12-11 06:12:11+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670706831007,2022-12-11 06:15:55+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670707072335,2022-12-11 06:19:56+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670707485620,2022-12-11 06:26:49+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670707554956,2022-12-11 06:27:59+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670708055867,2022-12-11 06:36:19+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670708436914,2022-12-11 06:42:41+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21364092.0,1670708597486,2022-12-11 06:45:21+09:00,5,OPT-PWR-LOW,AELY,afsf,EQPT,4.0,2.0,NSA,A,LinkCut
21340012.0,1670708831279,2022-12-11 06:49:15+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670708901433,2022-12-11 06:50:26+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670710061144,2022-12-11 07:09:45+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670710251572,2022-12-11 07:12:54+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21371686.0,1670711157850,2022-12-11 07:28:02+09:00,5,ETH-ERR,ABYJ,acgv,EQPT,3.0,1.0,NSA,A,LinkCut
21340012.0,1670711386115,2022-12-11 07:31:50+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670711506124,2022-12-11 07:33:50+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670711834543,2022-12-11 07:39:19+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21340012.0,1670712130995,2022-12-11 07:44:15+09:00,5,OPT-PWR-LOW,AECU,affb,EQPT,5.0,3.0,NSA,A,LinkCut
21371686.0,1670712371610,2022-12-11 07:48:16+09:00,5,ETH-ERR,ABYJ,acgv,EQPT,3.0,1.0,NSA,A,LinkCut
